training loss (MSE),validation loss (MSE),std,Daily return,training loss (MDN),validation loss (MDN)
0.9083466506004334,1.0022229088677301,0.021717997267842293,0.004785070836387596,0.0,0.0
0.8937124466896057,0.9956584374109904,0.09645915031433105,0.005645211061036999,0.0,0.0
0.8642680549621582,0.9758600195248922,0.174518883228302,0.006929422961069534,0.0,0.0
