training loss (MSE),validation loss (MSE),std,Daily return,training loss (MDN),validation loss (MDN)
1.0886717725258608,0.9084186494350434,0.012693283148109913,0.004711982421808411,1.3598553423698132,1.3295471787452697
1.09180321257848,0.9146508634090423,0.061702627688646317,0.0006314865607193772,1.1561273015462434,1.0986215353012085
1.0820777783027062,0.9067412137985229,0.07699248939752579,0.0037679533068901336,1.1216023839437044,1.0732711195945739
1.082721111866144,0.9067751109600067,0.07625902444124222,0.00398359106226478,1.115177707030223,1.065611219406128
